cp_eval,white_elo,black_elo,ply,phase,time_control,tc_bucket,clock_remaining,white_clock,black_clock,side_to_move,result,game_id
272.4,1123,1066,23,middlegame,600+0,rapid,,,,white,0.5,synthetic-00667
121.9,1646,1686,74,endgame,600+0,rapid,,,,white,0.0,synthetic-00668
-24.4,888,850,20,opening,600+0,rapid,,,,white,1.0,synthetic-00669
103.3,2397,2382,20,opening,600+0,rapid,,,,white,1.0,synthetic-00670
137.0,972,973,74,endgame,600+0,rapid,,,,white,1.0,synthetic-00671
-221.9,1144,1188,25,middlegame,600+0,rapid,,,,white,0.5,synthetic-00672
-155.3,1592,1514,32,middlegame,600+0,rapid,,,,white,0.0,synthetic-00673
174.9,2463,2522,49,middlegame,600+0,rapid,,,,white,0.5,synthetic-00674
-89.6,1143,1065,20,opening,600+0,rapid,,,,white,0.5,synthetic-00675
212.0,2150,2167,50,middlegame,600+0,rapid,,,,white,0.5,synthetic-00676
87.5,2474,2460,69,endgame,600+0,rapid,,,,white,1.0,synthetic-00677
-294.7,1878,1911,29,middlegame,600+0,rapid,,,,white,0.0,synthetic-00678
264.4,2565,2556,8,opening,600+0,rapid,,,,white,0.5,synthetic-00679
74.1,2235,2216,80,endgame,600+0,rapid,,,,white,0.5,synthetic-00680
116.3,1427,1388,16,opening,600+0,rapid,,,,white,0.0,synthetic-00681
-27.8,2250,2199,11,opening,600+0,rapid,,,,white,0.5,synthetic-00682
202.1,2253,2260,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-00683
-270.5,1402,1385,27,middlegame,600+0,rapid,,,,white,0.0,synthetic-00684
18.4,1508,1583,28,middlegame,600+0,rapid,,,,white,0.0,synthetic-00685
-273.8,970,912,76,endgame,600+0,rapid,,,,white,0.0,synthetic-00686
-20.6,1926,1984,51,middlegame,600+0,rapid,,,,white,0.5,synthetic-00687
-212.4,1073,1003,19,opening,600+0,rapid,,,,white,0.0,synthetic-00688
258.1,1212,1260,32,middlegame,600+0,rapid,,,,white,0.0,synthetic-00689
-112.6,878,821,74,endgame,600+0,rapid,,,,white,1.0,synthetic-00690
205.3,2185,2113,65,endgame,600+0,rapid,,,,white,1.0,synthetic-00691
290.8,1608,1553,74,endgame,600+0,rapid,,,,white,1.0,synthetic-00692
-286.9,2294,2257,51,middlegame,600+0,rapid,,,,white,0.0,synthetic-00693
-261.4,1224,1148,43,middlegame,600+0,rapid,,,,white,0.5,synthetic-00694
365.2,1197,1122,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-00695
-85.3,1103,1053,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-00696
-338.6,886,814,31,middlegame,600+0,rapid,,,,white,0.0,synthetic-00697
287.4,2461,2475,35,middlegame,600+0,rapid,,,,white,1.0,synthetic-00698
150.7,1379,1387,20,opening,600+0,rapid,,,,white,0.5,synthetic-00699
183.5,2216,2166,64,endgame,600+0,rapid,,,,white,1.0,synthetic-00700
287.5,2174,2220,17,opening,600+0,rapid,,,,white,1.0,synthetic-00701
110.4,794,866,74,endgame,600+0,rapid,,,,white,0.5,synthetic-00702
269.5,1343,1304,27,middlegame,600+0,rapid,,,,white,1.0,synthetic-00703
131.0,1474,1467,47,middlegame,600+0,rapid,,,,white,0.5,synthetic-00704
-501.8,2433,2386,9,opening,600+0,rapid,,,,white,0.0,synthetic-00705
-96.2,1821,1845,20,opening,600+0,rapid,,,,white,0.0,synthetic-00706
178.3,1313,1369,9,opening,600+0,rapid,,,,white,1.0,synthetic-00707
13.6,2315,2299,63,endgame,600+0,rapid,,,,white,1.0,synthetic-00708
-29.7,1810,1843,66,endgame,600+0,rapid,,,,white,1.0,synthetic-00709
74.5,1780,1756,58,middlegame,600+0,rapid,,,,white,1.0,synthetic-00710
6.4,1465,1517,78,endgame,600+0,rapid,,,,white,1.0,synthetic-00711
-362.8,1023,964,56,middlegame,600+0,rapid,,,,white,0.5,synthetic-00712
283.2,833,862,33,middlegame,600+0,rapid,,,,white,1.0,synthetic-00713
-310.0,2487,2437,73,endgame,600+0,rapid,,,,white,0.0,synthetic-00714
-213.1,2517,2590,51,middlegame,600+0,rapid,,,,white,0.0,synthetic-00715
21.9,1599,1649,49,middlegame,600+0,rapid,,,,white,1.0,synthetic-00716
63.7,1378,1410,61,endgame,600+0,rapid,,,,white,1.0,synthetic-00717
35.7,1332,1261,71,endgame,600+0,rapid,,,,white,0.5,synthetic-00718
-115.6,1083,1102,57,middlegame,600+0,rapid,,,,white,1.0,synthetic-00719
284.4,1042,1021,13,opening,600+0,rapid,,,,white,1.0,synthetic-00720
-255.0,1960,1956,59,middlegame,600+0,rapid,,,,white,0.5,synthetic-00721
106.9,1681,1669,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-00722
57.3,820,882,75,endgame,600+0,rapid,,,,white,0.5,synthetic-00723
-35.2,1889,1940,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-00724
20.5,857,903,42,middlegame,600+0,rapid,,,,white,0.5,synthetic-00725
63.4,2232,2174,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-00726
-412.3,1375,1439,70,endgame,600+0,rapid,,,,white,0.0,synthetic-00727
386.3,1451,1484,32,middlegame,600+0,rapid,,,,white,1.0,synthetic-00728
-10.6,2429,2471,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-00729
-185.7,1129,1148,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-00730
-41.4,2389,2464,13,opening,600+0,rapid,,,,white,0.5,synthetic-00731
-9.7,1777,1748,18,opening,600+0,rapid,,,,white,0.5,synthetic-00732
392.8,2386,2450,78,endgame,600+0,rapid,,,,white,0.5,synthetic-00733
292.3,1407,1463,45,middlegame,600+0,rapid,,,,white,0.5,synthetic-00734
281.1,1145,1081,76,endgame,600+0,rapid,,,,white,1.0,synthetic-00735
-162.0,1824,1865,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-00736
22.9,2511,2431,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-00737
-89.9,1645,1624,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-00738
-3.8,2168,2197,69,endgame,600+0,rapid,,,,white,0.5,synthetic-00739
-34.1,1017,1090,16,opening,600+0,rapid,,,,white,0.5,synthetic-00740
-86.1,2203,2144,21,middlegame,600+0,rapid,,,,white,0.5,synthetic-00741
-181.0,1576,1555,11,opening,600+0,rapid,,,,white,0.0,synthetic-00742
-104.7,1811,1827,75,endgame,600+0,rapid,,,,white,0.0,synthetic-00743
10.5,1493,1431,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-00744
363.8,1735,1792,73,endgame,600+0,rapid,,,,white,1.0,synthetic-00745
307.0,1265,1221,51,middlegame,600+0,rapid,,,,white,1.0,synthetic-00746
-141.2,1139,1114,27,middlegame,600+0,rapid,,,,white,1.0,synthetic-00747
90.2,970,1000,79,endgame,600+0,rapid,,,,white,0.0,synthetic-00748
-73.1,2514,2578,74,endgame,600+0,rapid,,,,white,0.0,synthetic-00749
-225.7,1941,1874,34,middlegame,600+0,rapid,,,,white,0.0,synthetic-00750
9.2,908,840,51,middlegame,600+0,rapid,,,,white,1.0,synthetic-00751
-215.2,1203,1189,16,opening,600+0,rapid,,,,white,0.0,synthetic-00752
337.8,2242,2250,20,opening,600+0,rapid,,,,white,1.0,synthetic-00753
225.1,1607,1574,51,middlegame,600+0,rapid,,,,white,1.0,synthetic-00754
-16.7,2130,2108,54,middlegame,600+0,rapid,,,,white,0.0,synthetic-00755
-33.4,2592,2526,76,endgame,600+0,rapid,,,,white,0.5,synthetic-00756
-164.3,1378,1331,23,middlegame,600+0,rapid,,,,white,1.0,synthetic-00757
107.9,1360,1371,79,endgame,600+0,rapid,,,,white,0.5,synthetic-00758
71.1,1301,1350,39,middlegame,600+0,rapid,,,,white,0.5,synthetic-00759
44.9,2560,2627,44,middlegame,600+0,rapid,,,,white,0.5,synthetic-00760
262.5,834,840,56,middlegame,600+0,rapid,,,,white,0.5,synthetic-00761
-140.2,1203,1167,14,opening,600+0,rapid,,,,white,1.0,synthetic-00762
42.7,987,944,36,middlegame,600+0,rapid,,,,white,0.5,synthetic-00763
103.5,1678,1709,71,endgame,600+0,rapid,,,,white,0.5,synthetic-00764
-394.9,2587,2568,14,opening,600+0,rapid,,,,white,0.0,synthetic-00765
110.6,1258,1220,79,endgame,600+0,rapid,,,,white,1.0,synthetic-00766
-26.2,992,938,63,endgame,600+0,rapid,,,,white,0.0,synthetic-00767
344.7,1612,1620,48,middlegame,600+0,rapid,,,,white,1.0,synthetic-00768
30.5,2043,2089,78,endgame,600+0,rapid,,,,white,0.5,synthetic-00769
-79.6,1321,1337,39,middlegame,600+0,rapid,,,,white,0.5,synthetic-00770
-10.9,2447,2485,23,middlegame,600+0,rapid,,,,white,0.5,synthetic-00771
633.3,2284,2272,65,endgame,600+0,rapid,,,,white,1.0,synthetic-00772
-103.6,1637,1571,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-00773
274.6,2056,2021,50,middlegame,600+0,rapid,,,,white,1.0,synthetic-00774
-307.4,2267,2330,8,opening,600+0,rapid,,,,white,0.0,synthetic-00775
-102.8,2448,2525,10,opening,600+0,rapid,,,,white,0.0,synthetic-00776
259.0,1678,1720,73,endgame,600+0,rapid,,,,white,0.5,synthetic-00777
125.6,1376,1309,69,endgame,600+0,rapid,,,,white,0.5,synthetic-00778
393.3,1313,1391,45,middlegame,600+0,rapid,,,,white,0.5,synthetic-00779
157.2,1008,977,43,middlegame,600+0,rapid,,,,white,0.0,synthetic-00780
226.9,1939,1910,36,middlegame,600+0,rapid,,,,white,0.5,synthetic-00781
-185.7,2081,2073,30,middlegame,600+0,rapid,,,,white,1.0,synthetic-00782
54.8,1817,1773,50,middlegame,600+0,rapid,,,,white,1.0,synthetic-00783
-361.0,1439,1457,13,opening,600+0,rapid,,,,white,0.0,synthetic-00784
559.4,1757,1789,48,middlegame,600+0,rapid,,,,white,1.0,synthetic-00785
216.8,961,910,30,middlegame,600+0,rapid,,,,white,0.0,synthetic-00786
-399.4,1455,1437,70,endgame,600+0,rapid,,,,white,0.0,synthetic-00787
-104.9,776,831,14,opening,600+0,rapid,,,,white,0.0,synthetic-00788
149.0,1507,1461,12,opening,600+0,rapid,,,,white,0.5,synthetic-00789
-183.5,1398,1370,67,endgame,600+0,rapid,,,,white,0.0,synthetic-00790
48.1,1006,963,15,opening,600+0,rapid,,,,white,0.5,synthetic-00791
261.7,1247,1305,44,middlegame,600+0,rapid,,,,white,0.5,synthetic-00792
17.3,2230,2257,41,middlegame,600+0,rapid,,,,white,0.5,synthetic-00793
-268.0,1366,1438,56,middlegame,600+0,rapid,,,,white,0.0,synthetic-00794
-33.7,1376,1372,22,middlegame,600+0,rapid,,,,white,0.0,synthetic-00795
-70.7,1773,1848,38,middlegame,600+0,rapid,,,,white,1.0,synthetic-00796
-666.3,1833,1826,65,endgame,600+0,rapid,,,,white,0.0,synthetic-00797
200.4,1235,1309,51,middlegame,600+0,rapid,,,,white,0.0,synthetic-00798
-60.1,1906,1949,20,opening,600+0,rapid,,,,white,1.0,synthetic-00799
-155.3,1082,1006,76,endgame,600+0,rapid,,,,white,1.0,synthetic-00800
282.1,2519,2447,25,middlegame,600+0,rapid,,,,white,1.0,synthetic-00801
-183.9,1047,1097,80,endgame,600+0,rapid,,,,white,0.5,synthetic-00802
154.2,2155,2197,55,middlegame,600+0,rapid,,,,white,0.0,synthetic-00803
280.0,2185,2206,54,middlegame,600+0,rapid,,,,white,1.0,synthetic-00804
168.7,892,941,40,middlegame,600+0,rapid,,,,white,0.0,synthetic-00805
-334.6,2217,2263,72,endgame,600+0,rapid,,,,white,0.0,synthetic-00806
-51.6,2180,2242,79,endgame,600+0,rapid,,,,white,0.0,synthetic-00807
97.2,1893,1958,31,middlegame,600+0,rapid,,,,white,1.0,synthetic-00808
165.6,1500,1522,41,middlegame,600+0,rapid,,,,white,1.0,synthetic-00809
-97.2,2315,2366,42,middlegame,600+0,rapid,,,,white,0.0,synthetic-00810
33.2,2353,2377,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-00811
263.5,1166,1153,39,middlegame,600+0,rapid,,,,white,0.5,synthetic-00812
-12.2,2167,2188,60,endgame,600+0,rapid,,,,white,1.0,synthetic-00813
475.6,2549,2539,45,middlegame,600+0,rapid,,,,white,0.0,synthetic-00814
-60.8,1901,1949,37,middlegame,600+0,rapid,,,,white,1.0,synthetic-00815
158.1,1563,1492,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-00816
-245.1,2438,2508,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-00817
271.7,1029,1010,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-00818
423.2,1296,1224,48,middlegame,600+0,rapid,,,,white,1.0,synthetic-00819
8.0,1652,1676,70,endgame,600+0,rapid,,,,white,0.0,synthetic-00820
-216.2,2034,2071,44,middlegame,600+0,rapid,,,,white,0.0,synthetic-00821
4.2,1959,1885,57,middlegame,600+0,rapid,,,,white,0.0,synthetic-00822
28.6,1020,1059,78,endgame,600+0,rapid,,,,white,0.0,synthetic-00823
321.4,1129,1189,69,endgame,600+0,rapid,,,,white,0.5,synthetic-00824
-24.7,1480,1420,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-00825
-144.2,863,847,26,middlegame,600+0,rapid,,,,white,0.5,synthetic-00826
-219.2,1322,1322,38,middlegame,600+0,rapid,,,,white,0.5,synthetic-00827
152.4,2228,2234,66,endgame,600+0,rapid,,,,white,1.0,synthetic-00828
-70.6,901,835,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-00829
-191.8,1763,1733,34,middlegame,600+0,rapid,,,,white,0.5,synthetic-00830
97.2,1326,1380,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-00831
299.7,878,938,15,opening,600+0,rapid,,,,white,1.0,synthetic-00832
-130.6,1338,1267,60,endgame,600+0,rapid,,,,white,0.5,synthetic-00833
-324.9,1286,1252,79,endgame,600+0,rapid,,,,white,0.0,synthetic-00834
-131.2,2512,2463,62,endgame,600+0,rapid,,,,white,1.0,synthetic-00835
256.3,1917,1870,62,endgame,600+0,rapid,,,,white,1.0,synthetic-00836
-212.0,1573,1546,40,middlegame,600+0,rapid,,,,white,0.0,synthetic-00837
345.3,2370,2363,9,opening,600+0,rapid,,,,white,1.0,synthetic-00838
-293.4,1053,1001,55,middlegame,600+0,rapid,,,,white,0.0,synthetic-00839
468.0,2260,2257,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-00840
-71.2,1803,1737,78,endgame,600+0,rapid,,,,white,1.0,synthetic-00841
-131.3,1133,1162,18,opening,600+0,rapid,,,,white,0.0,synthetic-00842
-47.2,2466,2444,60,endgame,600+0,rapid,,,,white,1.0,synthetic-00843
-193.1,1838,1815,25,middlegame,600+0,rapid,,,,white,1.0,synthetic-00844
119.8,1326,1258,29,middlegame,600+0,rapid,,,,white,0.5,synthetic-00845
-453.2,1216,1160,74,endgame,600+0,rapid,,,,white,1.0,synthetic-00846
195.3,1322,1288,73,endgame,600+0,rapid,,,,white,1.0,synthetic-00847
-336.5,1003,963,40,middlegame,600+0,rapid,,,,white,0.0,synthetic-00848
391.7,1717,1717,14,opening,600+0,rapid,,,,white,1.0,synthetic-00849
-34.6,1832,1806,20,opening,600+0,rapid,,,,white,0.0,synthetic-00850
356.1,1359,1421,20,opening,600+0,rapid,,,,white,1.0,synthetic-00851
22.2,1256,1210,27,middlegame,600+0,rapid,,,,white,0.5,synthetic-00852
-88.9,2410,2454,13,opening,600+0,rapid,,,,white,0.5,synthetic-00853
-313.3,2050,2122,39,middlegame,600+0,rapid,,,,white,0.0,synthetic-00854
46.4,1217,1166,45,middlegame,600+0,rapid,,,,white,1.0,synthetic-00855
265.4,980,988,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-00856
-101.7,2262,2235,80,endgame,600+0,rapid,,,,white,0.0,synthetic-00857
-102.3,1522,1533,70,endgame,600+0,rapid,,,,white,0.0,synthetic-00858
84.0,977,1019,80,endgame,600+0,rapid,,,,white,0.0,synthetic-00859
476.5,1282,1313,36,middlegame,600+0,rapid,,,,white,1.0,synthetic-00860
-511.3,1306,1336,12,opening,600+0,rapid,,,,white,0.0,synthetic-00861
439.2,1586,1549,10,opening,600+0,rapid,,,,white,1.0,synthetic-00862
70.4,2113,2184,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-00863
198.8,1627,1604,13,opening,600+0,rapid,,,,white,1.0,synthetic-00864
-143.7,2204,2277,23,middlegame,600+0,rapid,,,,white,0.0,synthetic-00865
351.3,1937,1897,77,endgame,600+0,rapid,,,,white,1.0,synthetic-00866
30.8,869,855,43,middlegame,600+0,rapid,,,,white,0.5,synthetic-00867
207.1,956,1007,41,middlegame,600+0,rapid,,,,white,1.0,synthetic-00868
-241.3,1484,1556,17,opening,600+0,rapid,,,,white,0.0,synthetic-00869
-132.8,2340,2399,37,middlegame,600+0,rapid,,,,white,1.0,synthetic-00870
-342.0,2413,2333,70,endgame,600+0,rapid,,,,white,0.0,synthetic-00871
24.5,1565,1548,57,middlegame,600+0,rapid,,,,white,0.0,synthetic-00872
64.1,1079,1080,25,middlegame,600+0,rapid,,,,white,0.5,synthetic-00873
-321.1,871,902,61,endgame,600+0,rapid,,,,white,0.0,synthetic-00874
-184.5,1409,1387,16,opening,600+0,rapid,,,,white,0.0,synthetic-00875
45.1,1341,1335,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-00876
566.8,1233,1231,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-00877
92.2,1366,1394,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-00878
-143.5,1131,1172,28,middlegame,600+0,rapid,,,,white,0.0,synthetic-00879
-473.4,1362,1375,54,middlegame,600+0,rapid,,,,white,0.0,synthetic-00880
106.4,1472,1541,64,endgame,600+0,rapid,,,,white,0.0,synthetic-00881
-292.3,2062,1985,41,middlegame,600+0,rapid,,,,white,0.0,synthetic-00882
-347.8,807,824,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-00883
-131.6,2209,2223,13,opening,600+0,rapid,,,,white,0.0,synthetic-00884
228.6,1278,1283,9,opening,600+0,rapid,,,,white,0.0,synthetic-00885
710.4,2396,2470,50,middlegame,600+0,rapid,,,,white,1.0,synthetic-00886
-175.7,1566,1565,70,endgame,600+0,rapid,,,,white,0.0,synthetic-00887
98.8,1210,1278,11,opening,600+0,rapid,,,,white,1.0,synthetic-00888
130.9,1579,1611,56,middlegame,600+0,rapid,,,,white,0.5,synthetic-00889
19.8,1649,1631,9,opening,600+0,rapid,,,,white,1.0,synthetic-00890
-150.3,1727,1751,48,middlegame,600+0,rapid,,,,white,0.0,synthetic-00891
-289.9,861,833,56,middlegame,600+0,rapid,,,,white,0.5,synthetic-00892
70.2,935,878,29,middlegame,600+0,rapid,,,,white,0.0,synthetic-00893
192.3,2313,2292,79,endgame,600+0,rapid,,,,white,1.0,synthetic-00894
-231.6,2448,2476,15,opening,600+0,rapid,,,,white,0.0,synthetic-00895
-19.3,1387,1360,31,middlegame,600+0,rapid,,,,white,0.0,synthetic-00896
104.7,1016,971,40,middlegame,600+0,rapid,,,,white,0.5,synthetic-00897
-35.8,1557,1609,33,middlegame,600+0,rapid,,,,white,1.0,synthetic-00898
-151.6,1377,1305,14,opening,600+0,rapid,,,,white,0.0,synthetic-00899
264.9,1220,1208,66,endgame,600+0,rapid,,,,white,0.5,synthetic-00900
-325.0,2279,2243,75,endgame,600+0,rapid,,,,white,0.0,synthetic-00901
244.5,1386,1406,20,opening,600+0,rapid,,,,white,1.0,synthetic-00902
262.8,2550,2604,76,endgame,600+0,rapid,,,,white,1.0,synthetic-00903
-180.8,1240,1264,74,endgame,600+0,rapid,,,,white,0.0,synthetic-00904
236.4,2282,2213,61,endgame,600+0,rapid,,,,white,0.0,synthetic-00905
-350.0,2025,1956,17,opening,600+0,rapid,,,,white,0.0,synthetic-00906
-180.3,2163,2127,26,middlegame,600+0,rapid,,,,white,0.0,synthetic-00907
424.8,1462,1513,43,middlegame,600+0,rapid,,,,white,1.0,synthetic-00908
-464.8,1276,1342,64,endgame,600+0,rapid,,,,white,0.0,synthetic-00909
50.5,1768,1798,13,opening,600+0,rapid,,,,white,0.5,synthetic-00910
-153.5,2296,2304,72,endgame,600+0,rapid,,,,white,0.0,synthetic-00911
161.7,1539,1531,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-00912
35.1,1278,1276,44,middlegame,600+0,rapid,,,,white,0.5,synthetic-00913
-335.1,1454,1528,8,opening,600+0,rapid,,,,white,0.0,synthetic-00914
-333.4,871,881,9,opening,600+0,rapid,,,,white,0.0,synthetic-00915
-121.4,2061,2033,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-00916
134.2,1706,1696,49,middlegame,600+0,rapid,,,,white,0.5,synthetic-00917
-330.9,1150,1224,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-00918
262.2,1728,1687,80,endgame,600+0,rapid,,,,white,1.0,synthetic-00919
3.9,865,866,65,endgame,600+0,rapid,,,,white,0.0,synthetic-00920
203.0,1183,1250,58,middlegame,600+0,rapid,,,,white,1.0,synthetic-00921
125.8,1581,1541,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-00922
163.3,1986,1975,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-00923
-40.2,1017,989,36,middlegame,600+0,rapid,,,,white,0.5,synthetic-00924
-100.4,1878,1951,67,endgame,600+0,rapid,,,,white,1.0,synthetic-00925
-25.4,2328,2359,63,endgame,600+0,rapid,,,,white,1.0,synthetic-00926
-429.2,2368,2369,79,endgame,600+0,rapid,,,,white,0.0,synthetic-00927
-146.0,2011,2026,75,endgame,600+0,rapid,,,,white,0.0,synthetic-00928
25.2,1647,1590,48,middlegame,600+0,rapid,,,,white,0.5,synthetic-00929
-590.3,2491,2542,32,middlegame,600+0,rapid,,,,white,0.0,synthetic-00930
-261.7,2098,2070,28,middlegame,600+0,rapid,,,,white,0.0,synthetic-00931
-102.3,1234,1267,8,opening,600+0,rapid,,,,white,0.0,synthetic-00932
356.9,1980,1982,67,endgame,600+0,rapid,,,,white,1.0,synthetic-00933
-94.4,2021,2042,61,endgame,600+0,rapid,,,,white,0.5,synthetic-00934
12.0,1629,1639,69,endgame,600+0,rapid,,,,white,1.0,synthetic-00935
-102.6,2364,2434,75,endgame,600+0,rapid,,,,white,1.0,synthetic-00936
-137.2,1281,1348,79,endgame,600+0,rapid,,,,white,0.0,synthetic-00937
-112.7,1873,1831,79,endgame,600+0,rapid,,,,white,0.5,synthetic-00938
-289.5,1644,1695,63,endgame,600+0,rapid,,,,white,0.0,synthetic-00939
-19.4,1429,1439,19,opening,600+0,rapid,,,,white,1.0,synthetic-00940
-61.6,874,894,22,middlegame,600+0,rapid,,,,white,0.5,synthetic-00941
-76.7,1243,1320,26,middlegame,600+0,rapid,,,,white,1.0,synthetic-00942
12.6,1627,1549,35,middlegame,600+0,rapid,,,,white,1.0,synthetic-00943
-46.1,1208,1253,70,endgame,600+0,rapid,,,,white,0.0,synthetic-00944
-11.7,1409,1386,14,opening,600+0,rapid,,,,white,1.0,synthetic-00945
243.3,2426,2404,9,opening,600+0,rapid,,,,white,1.0,synthetic-00946
-70.7,1714,1666,27,middlegame,600+0,rapid,,,,white,1.0,synthetic-00947
-334.3,962,926,76,endgame,600+0,rapid,,,,white,0.0,synthetic-00948
-351.2,2052,1991,35,middlegame,600+0,rapid,,,,white,0.0,synthetic-00949
-145.0,1847,1773,20,opening,600+0,rapid,,,,white,0.5,synthetic-00950
-21.7,1344,1283,75,endgame,600+0,rapid,,,,white,0.5,synthetic-00951
-371.4,1065,1086,14,opening,600+0,rapid,,,,white,0.0,synthetic-00952
276.1,1540,1531,48,middlegame,600+0,rapid,,,,white,1.0,synthetic-00953
48.4,1186,1263,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-00954
-20.1,1021,983,19,opening,600+0,rapid,,,,white,0.0,synthetic-00955
117.2,1310,1315,42,middlegame,600+0,rapid,,,,white,1.0,synthetic-00956
-18.8,2430,2416,22,middlegame,600+0,rapid,,,,white,0.0,synthetic-00957
-386.2,2411,2404,54,middlegame,600+0,rapid,,,,white,0.0,synthetic-00958
409.7,890,904,54,middlegame,600+0,rapid,,,,white,0.0,synthetic-00959
146.4,1335,1272,62,endgame,600+0,rapid,,,,white,1.0,synthetic-00960
172.2,1438,1412,37,middlegame,600+0,rapid,,,,white,1.0,synthetic-00961
283.8,2279,2345,15,opening,600+0,rapid,,,,white,1.0,synthetic-00962
-79.6,1904,1950,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-00963
561.0,2534,2533,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-00964
-338.5,2563,2546,11,opening,600+0,rapid,,,,white,0.0,synthetic-00965
304.5,2258,2270,62,endgame,600+0,rapid,,,,white,1.0,synthetic-00966
-265.6,1444,1502,56,middlegame,600+0,rapid,,,,white,0.0,synthetic-00967
296.1,2533,2500,32,middlegame,600+0,rapid,,,,white,1.0,synthetic-00968
-259.3,2191,2260,34,middlegame,600+0,rapid,,,,white,0.0,synthetic-00969
223.4,1094,1166,21,middlegame,600+0,rapid,,,,white,0.5,synthetic-00970
-583.8,2219,2212,27,middlegame,600+0,rapid,,,,white,0.0,synthetic-00971
-311.4,1092,1099,49,middlegame,600+0,rapid,,,,white,0.5,synthetic-00972
493.4,1543,1596,25,middlegame,600+0,rapid,,,,white,1.0,synthetic-00973
-341.0,1965,2022,11,opening,600+0,rapid,,,,white,0.0,synthetic-00974
-88.7,2492,2459,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-00975
206.1,1967,2027,64,endgame,600+0,rapid,,,,white,1.0,synthetic-00976
-117.8,2409,2333,37,middlegame,600+0,rapid,,,,white,0.0,synthetic-00977
13.5,828,832,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-00978
168.7,1402,1480,9,opening,600+0,rapid,,,,white,0.5,synthetic-00979
51.5,1375,1446,78,endgame,600+0,rapid,,,,white,0.5,synthetic-00980
86.8,2383,2440,76,endgame,600+0,rapid,,,,white,1.0,synthetic-00981
-73.2,1992,2022,8,opening,600+0,rapid,,,,white,0.5,synthetic-00982
73.4,2514,2510,56,middlegame,600+0,rapid,,,,white,0.5,synthetic-00983
-320.1,949,1009,57,middlegame,600+0,rapid,,,,white,0.5,synthetic-00984
47.3,839,781,35,middlegame,600+0,rapid,,,,white,1.0,synthetic-00985
-152.2,2479,2463,72,endgame,600+0,rapid,,,,white,0.5,synthetic-00986
37.0,2215,2146,70,endgame,600+0,rapid,,,,white,0.5,synthetic-00987
4.4,1526,1472,77,endgame,600+0,rapid,,,,white,0.5,synthetic-00988
-458.2,1943,2007,13,opening,600+0,rapid,,,,white,0.0,synthetic-00989
-19.4,1636,1575,13,opening,600+0,rapid,,,,white,0.0,synthetic-00990
177.6,891,822,56,middlegame,600+0,rapid,,,,white,0.5,synthetic-00991
347.7,1683,1666,80,endgame,600+0,rapid,,,,white,1.0,synthetic-00992
50.8,2232,2171,45,middlegame,600+0,rapid,,,,white,0.5,synthetic-00993
-520.5,1776,1744,40,middlegame,600+0,rapid,,,,white,0.0,synthetic-00994
217.8,1455,1525,58,middlegame,600+0,rapid,,,,white,0.0,synthetic-00995
243.6,1093,1044,21,middlegame,600+0,rapid,,,,white,1.0,synthetic-00996
-82.7,1264,1287,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-00997
-165.2,1478,1403,66,endgame,600+0,rapid,,,,white,0.5,synthetic-00998
102.7,1428,1493,61,endgame,600+0,rapid,,,,white,1.0,synthetic-00999
3.8,1160,1172,61,endgame,600+0,rapid,,,,white,0.0,synthetic-01000
362.5,1334,1411,17,opening,600+0,rapid,,,,white,1.0,synthetic-01001
